0,1,2049,207.827099242773,-37.521548344044,25.8731736094016,1
1,1025,3073,26.5817119668673,-37.521548344044,-6.11556175829117,0
2,2049,4097,111.614893113674,-36.7376809318965,-0.242158455643671,1
3,3073,5121,111.614893113674,-42.2040818689039,-8.53494545002401,1
4,4097,6145,7.64561205031963,-49.0922805719319,-25.9833279421128,0
5,5121,7169,2.24755924896134,-51.7227111953098,-27.8582776538488,0
6,6145,8193,179.280244453699,-51.7227111953098,-0.906857669814871,1
7,7169,9217,179.280244453699,-60.0235986293278,-5.0545812464129,1
8,8193,10241,-7.32010239323898,-60.0235986293278,-29.8436567118155,0
9,9217,11265,17.4273831375911,-54.4222104620774,-21.0334601843649,0
10,10241,12289,17.4273831375911,-42.5063215113039,-19.5337213217188,0
11,11265,13313,24.1358120885779,-42.5063215113039,-20.380395551207,0
12,12289,14337,152.018443239358,-40.0088820896434,0.640966823287586,1
13,13313,15361,191.266372474177,-34.2080421833591,22.6933396550036,1
14,14337,16385,191.266372474177,-19.0176537444078,18.8824422817783,1
15,15361,17409,117.480820139473,-24.4927928283193,5.13918549969295,1
16,16385,18433,28.7242234027547,-31.8881227465712,-1.34052375171454,0
17,17409,19457,40.5510054952379,-39.9324933416287,0.746593989271413,0
18,18433,20481,40.5510054952379,-39.9324933416287,1.00598138492398,0
19,19457,21505,176.470840857851,-28.2857380431176,18.1788394176443,1
20,20481,22529,176.470840857851,-25.1290438651678,25.3322975217331,1
21,21505,23553,34.1274688707295,-25.1290438651678,7.95670201677295,0
22,22529,24577,33.9175138053861,-17.52684125612,6.90856730333332,0
23,23553,25601,183.746187431801,-17.502695252588,21.6319634666798,1
24,24577,26625,183.746187431801,-10.6620976333874,28.7110153006883,1
25,25601,27649,78.7188995446524,-26.1574205510931,14.1609739525494,0
26,26625,28673,46.5226636658756,-26.1574205510931,0.562904965716689,0
27,27649,29697,80.5215214066522,-31.7811247535273,0.51009960250268,0
28,28673,30721,199.963148104765,-31.7811247535273,15.1143546391011,1
29,29697,31745,199.963148104765,-48.9468643318963,8.52269920794858,1
30,30721,32769,30.9141756124081,-48.9468643318963,-4.17911545117649,0
31,31745,33793,32.8338429320786,-42.6654600993741,-4.35740310682101,0
32,32769,34817,153.954091210839,-42.6654600993741,1.84866327185453,1
33,33793,35841,153.954091210839,-49.6832517946195,-3.28297576652504,1
34,34817,36865,10.4177212150522,-49.6832517946195,-18.7742074927871,0
35,35841,37889,1.29377946164428,-39.7316663465304,-20.6765467043856,0
36,36865,38913,17.9093149935611,-40.3480223834546,-17.6451574921163,0
37,37889,39937,195.057301684235,-40.3480223834546,7.18809951732559,1
38,38913,40961,195.057301684235,-36.0333184930923,10.9495942477292,1
39,39937,41985,147.572173459097,-44.2687345426746,-5.49084012775471,1
40,40961,43009,158.449879868746,-48.2210449168058,-0.590411969434133,1
41,41985,44033,158.449879868746,-48.2210449168058,1.94625523204706,1
42,43009,45057,139.209656651456,-47.2372745728079,-10.3564088182779,1
43,44033,46081,161.806607149014,-40.1065398236666,-0.970941034242279,1
44,45057,47105,161.806607149014,-40.1065398236666,1.62375388015082,1
45,46081,48129,148.597130302481,-43.3502757315003,-8.50358988308295,1
46,47105,49153,148.597130302481,-43.3502757315003,-6.601571563874,1
47,48129,50177,152.995926239061,-77.1782076982491,-7.21803281408933,1
48,49153,51201,152.995926239061,-77.1782076982491,-1.77261304160245,1
49,50177,52225,134.874965555448,-57.5436117896134,3.98090115095573,1
50,51201,53249,134.874965555448,-57.5436117896134,-3.10844292106501,1
51,52225,54273,164.332149798245,-44.7127736893474,1.38356764965301,1
52,53249,55297,164.332149798245,-44.7127736893474,11.0621609963632,1
53,54273,56321,38.9523277970571,-47.2232208969343,-0.120512689143828,0
54,55297,57345,26.2791429664683,-47.2232208969343,-3.28066236688736,0
55,56321,58369,164.035830138538,-43.5286647941629,6.80802545208498,1
56,57345,59393,164.035830138538,-43.5286647941629,1.76253804781491,1
57,58369,60417,167.658964254619,-46.2350057482484,-0.216572000513637,1
58,59393,61441,167.658964254619,-46.2350057482484,1.73541508879291,1
59,60417,62465,177.548699661079,-41.8613573254163,12.2429676078929,1
60,61441,63489,177.548699661079,-45.5711144421214,17.1020500412056,1
61,62465,64513,203.007250443883,-63.644555624845,-4.28527244459417,1
62,63489,65537,203.007250443883,-63.644555624845,1.81703461826304,1
63,64513,66561,203.007250443883,-42.9508870669096,1.81560306111044,1
64,65537,67585,27.6318429326832,-54.5124816839804,-12.6566153735708,0
65,66561,68609,144.874932734894,-54.5124816839804,-2.80055469344948,1
66,67585,69633,144.874932734894,-44.3360542282913,-1.57770000529559,1
67,68609,70657,141.390553090688,-44.1560319743763,-4.29127946227102,1
68,69633,71681,141.390553090688,-61.3568668873369,-11.147946694384,1
69,70657,72705,145.494104340826,-61.3568668873369,1.86578229546438,1
70,71681,73729,145.494104340826,-47.4136391377276,12.7895099025879,1
71,72705,74753,127.718325979259,-40.4005447121399,-7.72152999993377,1
72,73729,75777,70.3291274150599,-60.7741477272319,-21.9659084204547,0
73,74753,76801,0.127016742682542,-60.7741477272319,-29.0249762121595,0
